job_id,emitter_pdg,product,mcp_mass_GeV,EventID,total_primary_energy_MeV,total_primary_charge_ke,cluster1_NPixels,cluster1_Energy_MeV,cluster1_Charge_ke,cluster1_x_cm,cluster1_y_cm,cluster1_z_cm,cluster2_NPixels,cluster2_Energy_MeV,cluster2_Charge_ke,cluster2_x_cm,cluster2_y_cm,cluster2_z_cm,Distance_cm,Theta_z_deg,output
0,111,pi0,0.02045833,19939,0.651575303934617,14.19131011969596,1,0.4199736739861451,9.147026619418241,-55.11819599767951,39.10940862448545,40.98395857142857,1,0.23160162994847194,5.044283500277719,-55.10004837697282,39.08253272984998,-41.864424285714286,82.84838920397652,0.02242715355495242,/pscratch/sd/h/hogcai/mcp-geant4/output_run2/mcp_pi0_0p020458.root
0,111,pi0,0.02045833,391433,1.2181085290657654,26.53040376305237,1,0.528933810340908,11.520178389224977,-10.383800141360357,27.72425973942462,39.22302714285714,1,0.6891747187248572,15.010225373827392,-10.413660934658752,27.69331407894354,-50.66908142857143,89.89211885765282,0.027409733935749265,/pscratch/sd/h/hogcai/mcp-geant4/output_run2/mcp_pi0_0p020458.root
0,111,pi0,0.02045833,1272213,0.6321361417937537,13.767925168267954,1,0.34190514484472806,7.4466940547181775,-27.853382548575617,-33.15221296751868,14.56998714285714,1,0.2902309969490256,6.321231113549778,-27.854244120759148,-33.15334428447384,18.09185,3.521863144233057,0.023134524454390393,/pscratch/sd/h/hogcai/mcp-geant4/output_run2/mcp_pi0_0p020458.root
0,111,pi0,0.02045833,1466092,0.4871798059096465,10.6107761727121,1,0.2551957567186997,5.55816358133328,-60.2122872985599,49.827486645872895,-51.10931428571429,1,0.23198404919094678,5.052612591378821,-60.217895957819906,49.832108145013805,-41.42419142857143,9.685125583763178,0.04299295989892997,/pscratch/sd/h/hogcai/mcp-geant4/output_run2/mcp_pi0_0p020458.root
0,111,pi0,0.02045833,3581242,0.4432209911519407,9.653353187289268,1,0.39708365233807286,8.648481947923226,-49.56282038768992,-1.0714236512348634,30.85860285714286,1,0.04613733881386783,1.0048712393660413,-49.56386527477414,-1.0715562717136515,33.05976714285715,2.201164537712095,0.027416357934570108,/pscratch/sd/h/hogcai/mcp-geant4/output_run2/mcp_pi0_0p020458.root
0,111,pi0,0.02045833,4063697,1.0783447142349945,23.48634787603818,1,0.41766737495585055,9.096795426538426,30.54223671162783,10.929079587514192,30.41837,1,0.660677339279144,14.389552449499757,30.519028009460566,10.920152990729997,-50.66908142857143,81.08745524129436,0.01757026937500522,/pscratch/sd/h/hogcai/mcp-geant4/output_run2/mcp_pi0_0p020458.root
0,111,pi0,0.02045833,4525984,1.1274683221659405,24.556260056774185,1,0.5281451067322249,11.50300042462786,-26.09179776963764,-30.1569035113405,38.34256142857143,1,0.5993232154337155,13.053259632146323,-26.073147550496316,-30.13803884572792,-27.77697285714286,66.11953960718441,0.022987330340194213,/pscratch/sd/h/hogcai/mcp-geant4/output_run2/mcp_pi0_0p020458.root
0,111,pi0,0.02045833,5319832,1.9602708105054407,42.6946982528085,1,1.1246739743536167,24.495399161421773,37.878677680232386,3.6967708194467916,20.733247142857145,1,0.835596836151824,18.199299091386727,37.85848343827277,3.691369326077214,-36.141397142857144,56.87464812735171,0.021058937612734533,/pscratch/sd/h/hogcai/mcp-geant4/output_run2/mcp_pi0_0p020458.root
0,111,pi0,0.02045833,6147907,1.2456076923004173,27.129335538303092,1,0.7647442598034231,16.656129978518557,46.384199206271134,-17.82082988823304,19.41254857142857,1,0.48086343249699426,10.473205559784535,46.356522530711764,-17.80939519022105,-44.50582142857142,63.91837701481154,0.02684310614038598,/pscratch/sd/h/hogcai/mcp-geant4/output_run2/mcp_pi0_0p020458.root
0,111,pi0,0.02045833,6631064,1.4442005302279843,31.4546875483655,1,0.6437892361358022,14.021729563037772,34.4588697828549,47.70490687949463,-51.54954714285715,1,0.8004112940921821,17.43295798532773,34.460482449182884,47.70710536633056,-46.706985714285715,4.842562196144194,0.032259661697537245,/pscratch/sd/h/hogcai/mcp-geant4/output_run2/mcp_pi0_0p020458.root
